,score,remaining_marbles,moves
4741,15,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((2, 0), (2, 2)), ((3, 2), (1, 2)), ((6, 2), (4, 2)), ((3, 4), (3, 2)), ((5, 3), (3, 3)), ((1, 2), (1, 4)), ((1, 4), (3, 4)), ((4, 2), (2, 2)), ((3, 4), (3, 2)), ((3, 2), (1, 2))]"
4742,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((2, 0), (2, 2)), ((3, 2), (1, 2)), ((6, 2), (4, 2)), ((3, 4), (3, 2)), ((5, 3), (3, 3)), ((1, 2), (1, 4)), ((1, 4), (3, 4)), ((4, 2), (2, 2)), ((3, 4), (3, 2)), ((3, 1), (3, 3))]"
4743,12,5,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((2, 0), (2, 2)), ((3, 2), (1, 2)), ((6, 2), (4, 2)), ((3, 4), (3, 2)), ((5, 3), (3, 3)), ((1, 2), (1, 4)), ((1, 4), (3, 4)), ((4, 2), (2, 2)), ((3, 4), (3, 2)), ((3, 1), (3, 3))]"
4744,11,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((1, 2), (3, 2)), ((3, 3), (5, 3))]"
4745,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((1, 2), (3, 2)), ((3, 2), (3, 4))]"
4746,11,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((1, 2), (3, 2)), ((3, 3), (3, 1))]"
4747,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((1, 2), (3, 2)), ((3, 2), (3, 4))]"
4748,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((1, 2), (3, 2)), ((3, 2), (3, 4))]"
4749,13,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((4, 3), (2, 3)), ((2, 2), (2, 4))]"
4750,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((4, 3), (2, 3)), ((1, 2), (3, 2))]"
4751,13,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((5, 4), (3, 4)), ((3, 2), (3, 0)), ((4, 0), (2, 0)), ((3, 4), (1, 4)), ((1, 4), (1, 2)), ((4, 3), (2, 3)), ((2, 2), (2, 4))]"
4752,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (5, 2)), ((6, 2), (4, 2))]"
4753,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (5, 2)), ((6, 2), (4, 2))]"
4754,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (5, 2)), ((6, 2), (4, 2))]"
4755,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (5, 2)), ((6, 2), (4, 2))]"
4756,10,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (5, 2)), ((6, 2), (4, 2))]"
4757,12,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (3, 0)), ((4, 0), (2, 0))]"
4758,12,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (3, 0)), ((4, 0), (2, 0))]"
4759,12,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (3, 0)), ((4, 0), (2, 0))]"
4760,12,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (3, 0)), ((4, 0), (2, 0))]"
4761,12,4,"[((3, 5), (3, 3)), ((5, 5), (3, 5)), ((1, 4), (3, 4)), ((2, 6), (2, 4)), ((3, 4), (1, 4)), ((3, 6), (3, 4)), ((0, 4), (2, 4)), ((4, 3), (4, 5)), ((6, 4), (4, 4)), ((6, 3), (4, 3)), ((0, 2), (0, 4)), ((5, 1), (5, 3)), ((1, 2), (1, 4)), ((1, 5), (1, 3)), ((3, 2), (5, 2)), ((3, 0), (3, 2)), ((4, 4), (4, 2)), ((1, 1), (3, 1)), ((4, 6), (4, 4)), ((2, 3), (2, 1)), ((4, 1), (4, 3)), ((5, 2), (5, 4)), ((2, 0), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 3), (2, 3)), ((1, 3), (3, 3)), ((5, 4), (3, 4)), ((2, 2), (4, 2)), ((3, 4), (3, 2)), ((3, 2), (3, 0)), ((4, 0), (2, 0))]"
4762,23,9,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((3, 6), (3, 4)), ((6, 4), (6, 2)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((5, 4), (5, 2)), ((5, 2), (3, 2)), ((2, 3), (2, 1)), ((2, 1), (4, 1)), ((3, 3), (3, 5))]"
4763,16,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((2, 2), (2, 4)), ((3, 6), (3, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((2, 4), (4, 4))]"
4764,16,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((2, 2), (2, 4)), ((3, 6), (3, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((2, 4), (4, 4))]"
4765,16,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((2, 2), (2, 4)), ((3, 6), (3, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((2, 4), (4, 4))]"
4766,16,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((2, 2), (2, 4)), ((3, 6), (3, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((2, 4), (4, 4))]"
4767,18,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((3, 6), (3, 4)), ((2, 2), (2, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((3, 3), (3, 5))]"
4768,18,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((3, 6), (3, 4)), ((2, 2), (2, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((3, 3), (3, 5))]"
4769,16,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((3, 6), (3, 4)), ((2, 2), (2, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((2, 4), (4, 4))]"
4770,18,7,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((3, 6), (3, 4)), ((2, 2), (2, 4)), ((3, 0), (3, 2)), ((4, 2), (2, 2)), ((4, 4), (4, 2)), ((3, 3), (3, 5))]"
4771,12,6,"[((5, 3), (3, 3)), ((4, 1), (4, 3)), ((5, 5), (5, 3)), ((6, 2), (4, 2)), ((2, 1), (4, 1)), ((5, 1), (3, 1)), ((2, 3), (2, 1)), ((0, 3), (2, 3)), ((1, 1), (1, 3)), ((2, 0), (2, 2)), ((3, 4), (5, 4)), ((1, 4), (3, 4)), ((4, 6), (4, 4)), ((4, 3), (4, 1)), ((2, 6), (2, 4)), ((4, 0), (4, 2)), ((6, 3), (4, 3)), ((4, 3), (4, 5)), ((2, 4), (4, 4)), ((4, 5), (4, 3)), ((6, 4), (4, 4)), ((3, 2), (1, 2)), ((0, 2), (2, 2)), ((2, 2), (2, 4)), ((3, 0), (3, 2)), ((3, 6), (3, 4)), ((4, 2), (2, 2)), ((3, 4), (1, 4)), ((0, 4), (2, 4)), ((4, 4), (4, 2))]"
